description,longitude,latitude,image
,,,terlihat sedang sendiri,,1.500464667,7.165665,,http://localhost:5000/v1/mob/image/animal//v1/mob/image/image_1717607460561.jpg
,,,terlihat sedang meloloh,,110.37164334207773,-7.740818174767948,,http://localhost:5000/v1/mob/image/animal//v1/mob/image/image_1717607665529.jpg
